teks,kategori
"Parah bngt Kartu Sembako Murah sekitar Bojongmalaka nama dicoret tiba-tiba padahal miskin, uang bantuan berkurang banyak kepotong pungli tlong segera ditindak",Bansos
Perbaikan jalan yg kemarin udah rusak lagi cuma dalam sebulan,Jalan Rusak
"Warga Margahayu ngeluh Pencairan dana bansos di kantor pos/bank kualitas beras berkutu, apek dan hancur, dampaknya warga sakit ga bs berobat krn KIS dinonaktifkan, kemensos tolong perbaiki sistem data DTKS",Bansos
"Parah banget Jln protokol sekitar Rancaekek aspalnya udah ngelupas abis, mobil ceper sering mentok tolong segera ditindak",Jalan Rusak
"Air selokan di Cimenyan penuh sampah kasur dan plastik, barang elektronik pada rusak kerendem, tlong keruk selokan min",Sampah/Banjir
"Lapor pak, Jalan alternatif Ciwidey rusak kena kikis air comberan warga was2 tiap lewat apalagi pas ujan. jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"Sungai/kali di Cilengkrang tanggulnya rembes dan bocor, bau busuk kecium sampe radiu 300 meter, butuh perahu karet buat evakuasi warga",Sampah/Banjir
"Warga Ibun ngeluh Sungai/kali airnya item pekat dan berbau busuk, dampaknya bikin lingkungan kumuh dan bau menyengat, tolong pak camat segera tinjau lokasi",Sampah/Banjir
"minta bantuan pompa air sedot banjir min, Banjir tahunan di Tegalluar udah ga surut-surut udah 3 hari bikin bau busuk kecium sampe radius 300 meter",Sampah/Banjir
"Warga Sukamenak ngeluh Bantuan modal UMKM keluarga dan timses kades diprioritaskan, dampaknya uang bantuan berkurang banyak kepotong pungli, tlong verifikasi lapangan langsung k rumah warga",Bansos
"Parah banget Judi online slot sekitar Bojongsoang bikin suara bising ga bisa tidur tiap malam, pengendara motor cewek takut lewat situ tlong segera ditindak",Keamanan/Ketertiban
"Parah banget Sungai/kali sekitar Dayeuhkolot mampet total gara-gara plastik dan sampah, anak sekolah ga bisa lewat tlg segera ditindak",Sampah/Banjir
"Lapor pak, Jembatan kecil Gedebage retak-retak parah warga was2 tiap lewat apalagi pas ujan. kapan mau ditambal min?",Jalan Rusak
"Ada jalan ambles di Cimenyan deket perempatan, udah 2 minggu blm diperbaiki",Jalan Rusak
"Parah banget Data Terpadu Kesejahteraan Sosial (DTKS) sekitar Pangalengan proses birokrasinya dipersulit petugas kelurahan, anak yatim ga bs beli perlengkapan sekolah tolong segera ditindak",Bansos
"Lapor pak, Air selokan Cangkuang tanggulnya rembes dan bocor bikin lingkungan kumuh dan bau menyengat. tolong buatin tanggul darurat pa kades",Sampah/Banjir
"minta bantuan pompa air sedot banjir min, Saluran air induk d Cikoneng udah baunya nusuk hidung bikin enek bikin akse jalan lumpuh total ga bsa lewat motor",Sampah/Banjir
"Jalan utama di Cimenyan retak-retak parah, udh brp kali ada korban kecelakaan, plis pak lurah perhatikan jalan kami",Jalan Rusak
Min tolong Preman pasar daerah Rancamanyar terjadi terus tiap malam minggu sampe pengendara motor cewek takut lewat situ,Keamanan/Ketertiban
"Parah bgt Aspal jalan sekitar Pangalengan licin dan banyak kerikil tajam, pemotor sering kaget ngerem mendadak tolong segera ditindak",Jalan Rusak
"Lapor pak, Pencurian rumah kosong Katapang bikin suara bising ga bisa tidur tiap malam anak balita kaget nangis kebangun. tolong polres dan polsek rutin patroli malam",Keamanan/Ketertiban
Min plis Bansos PKH dan BPNT daerah Banjaran aplikasi pendaftaran bansos error dan gbs login sampe uang bantuan berkurang banyak kepotong pungli,Bansos
"mohon pasang lampu jalan dan cctv di titik rawan, Pencurian rumah kosong di Kutawaringin udah makin marak dan meresahkan warga bikin lingkungan jadi rawan kriminal",Keamanan/Ketertiban
Air comberan meluap ke jalan bikin becek dan bau tiap hari,Sampah/Banjir
"Parah bgt Aksi begal bersenjata sekitar Banjaran berkeliaran bawa senjata tajam / cerulit, pedagang kecil rugi diperas terus tolong segera ditindak",Keamanan/Ketertiban
"Aspal jalan di Nagreg amblas separuh badan, udh brp kali ada korban kecelakaan, tlg secepatnya di perbaiki min",Jalan Rusak
"Min plis Penyaluran beras bansos daerah Cibiru kualita beras berkutu, apek dan hancur sampe warga ngeluh ga ada transparansi",Bansos
"Warga Baleendah ngeluh Gorong-gorong mampet total gara-gara plastik dan sampah, dampaknya bau busuk kecium sampe radius 300 meter, tlg armada truk sampah segera dateng",Sampah/Banjir
"Pungutan liar oknum di Bojongsoang beraksi pas subuh warga lagi sholat, banyak kehilangan mtr dlm sepekan, tolong pos kamling diaktifkan lagi",Keamanan/Ketertiban
"Aspal jalan di Cibaduyut aspal hotmix nya ngelotok, mobil ceper sering mentok, min tlg sampaikan ke dinas terkait",Jalan Rusak
"Parah banget Bantuann santunan lansia sekitar Katapang aplikasi pendaftaran bansos error dan gbs login, anak yatim ga bisa beli perlengkapan sekolah tlong segera ditindak",Bansos
Min plis Akses jalan masuk daerah Arjasari rusak kena kikis air comberan sampe mobil ceper sering mentok,Jalan Rusak
"Jalan utama di Ibun penuh kubangan air, bikin debu tebel kalo panas, minta tlong segera di hotmix",Jalan Rusak
"Parah banget Aksi tawuran remaja sekitar Manggahang sering lempar batu dan botol kaca, banyak kehilangan motor dlm sepekan tlg segera ditindak",Keamanan/Ketertiban
"Lapor pak, Saluran air induk Ciparay meluapp ke jalan tiap ujan lebat banyak nyamuk DBD. mohon dinas lingkungan hidup turun tangan",Sampah/Banjir
"Lapor pak, Aksi tawuran remaja Dayeuhkolot sering lempar batu dan botol kaca anak balita kaget nangis kebangun. plis polres dan polsek rutin patroli mlem",Keamanan/Ketertiban
"Penyaluran beras bansos di Sukamenak udah 3 bulan belum cair tanpa penjelasan, warga saki ga bisa berobat krn KIS dinonaktifkan, mohon penyaluran bansos dilakukan secara transparan",Bansos
"dinas kebersihan tolong angkut sampahnya, Got depan rumah warga di Soreang udah penuh sampah kasur dan plastik bikin bikin warga gatal-gatal dan batuk",Sampah/Banjir
"Parah banget Bansos PKH dan BPNT sekitar Baleendah keluarga dan timses kades diprioritaskan, wargaa sakit ga bs berobat krn KIS dinonaktifkan tolong segera ditindak",Bansos
"Lapor pak, Bantuan santunan lansia Cibiru aplikasi pendaftaran bansos error dan gbs login lansia kurang mampu kesulitan beli beras. mohon kades/lurah tindak tegas oknum yg motong",Bansos
"mohon kades/lurah tindak tegas oknum yg motong, Bansos PKH dan BPNT di Nagreg udah kualitas beras berkutu, apek dan hancur bikin korbann PHK ga dapet perhatian sama sekali",Bansos
"minta tolong segera d hotmix, Paving block jalan d Bojongsoang udah amblas separuh badan bikin bikin macet parah tiap pagi",Jalan Rusak
Jalan setapak menuju pemukiman rusak berat susah dilewati motor,Jalan Rusak
"Parah banget Warung miras ilegal sekitar Rancaekek beraksi pas subuh warga lagi sholat, pengendara motor cewek takut lewat situ tolong segera ditindak",Keamanan/Ketertiban
"butuh perahu karet buat evakuasi warga, Banjirr tahunan di Kopo udah tanggulnya rembes dan bocor bikin bikin lingkungan kumuh dan bau menyengat",Sampah/Banjir
Min tolong Bantuan Langsung Tunai (BLT) daerah Rancamanyar aplikasi pendaftaran bansos error dan gbs login sampe anak yatim ga bisa beli perlengkapan sekolah,Bansos
"Parah banget Jalan raya sekitar Ciparay bolong dalem banget, bikin macet parah tiap pagi tlg segera ditindak",Jalan Rusak
"min tolong sampaikan ke babinsa/bhabinkamtibmas, Pemuda mabuk-mabukan di Solokan Jeruk udah terjadi terus tiap malam minggu bikin pedagang kecil rugi diperas terus",Keamanan/Ketertiban
"tolong buatin tanggul darurat pa kades, Pintu air di Rancamanyar udah meluap ke jalan tiap ujan lebat bikin barang elektronik pada rusak kerendem",Sampah/Banjir
"Lapor pak, Pencurian rmh kosong Dayeuhkolot sering lempar batu dan botol kaca lingkungan jadi rawan kriminal. mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"Jalan alternatif di Solokan Jeruk bolong dalem banget, warga was2 tiap lewat apalagi pas ujan, jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"Jalan menuju Pangalengan longsor sebagian, mobil ga bisa lewat",Jalan Rusak
"Drainase perumahan ga berfungsi, tiap ujan pasti banjir kecil",Sampah/Banjir
Maling motor sering kejadian di gang sempit deket rumah saya,Keamanan/Ketertiban
"Parah bngt Got depan rmh warga sekitar Ibun baunya nusuk hidung bikin enek, barang elektronik pada rusak kerendem tlg segera ditindak",Sampah/Banjir
Min tolong Tikungan jalan daerah Cimenyan aspal hotmix nya ngelotokk sampe bikin macet parah tiap pagi,Jalan Rusak
"Lapor pak, Judi online slot Cangkuang sering lempar batu dan botol kaca anak balita kaget nangis kebangun. mohon aparat keamanan segera bertindak tegas",Keamanan/Ketertiban
Jalan menuju Nagreg penuh lubang gede2 bikin ban motor sering bocor,Jalan Rusak
"Parah bngt Aksi curanmor sekitar Rancaekek nongkrongg d pos ronda sambil nenggak ciu, korban mengalami luka sabetan sajam tlg segera ditindak",Keamanan/Ketertiban
"Lapor pak, Pencairan dana bansos d kantor pos/bank Nagreg saldo d kartu e-warong kosong melompong warga ngeluh ga ada transparansi. mohon penyaluran bansos dilakukan secara transparan",Bansos
Min tlg Preman pasar daerah Cikoneng makin marak dan meresahkan warga sampe korban mengalami luka sabetan sajam,Keamanan/Ketertiban
"Lapor pak, Got depan rumah warga Katapang bikin bau comberan masuk ke kamar akses jalan lumpuh total ga bisa lewat motor. plis keruk selokan min",Sampah/Banjir
"Lapor pak, Kartu Sembako Murah Paseh aplikasi pendaftaran bansos error dan gbs login warga sakit ga bisa berobat krn KIS dinonaktifkan. kemensos plis perbaiki sistem data DTKS",Bansos
"Lapor pak, Warung miras ilegal Ujungberung nyolong barang warga secara beruntun warga takut keluar rumah malem hari. tangkap dan tindak oknum preman meresahkan",Keamanan/Ketertiban
"Parah banget Bantuan Langsung Tunai (BLT) sekitar Dayeuhkolot kualitas beras berkutu, apek dan hancur, warga miskin beneran cuma bsa gigit jari tlg segera ditindak",Bansos
Min plis Jalan gang daerah Cimenyan aspal hotmix nya ngelotok sampe bahaya bgt buat anak2 sekolah,Jalan Rusak
"Warga Baleendah ngeluh Data Terpadu Kesejahteraan Sosial (DTKS) saldo di kartu e-warong kosong melompong, dampaknya korban PHK ga dapet perhatian sama sekali, mohon kades/lurah tindak tegas oknum yg motong",Bansos
Min tolong Aksi tawuran remaja daerah Nagreg nongkrong d pos ronda sambil nenggak ciu sampe lingkungan jadi rawan kriminal,Keamanan/Ketertiban
"minta bantuan pompa air sedot banjir min, Sampah d TPS d Cimenyan udah baunya nusuk hidung bikin enek bikin muntor mogok massal pas nekatt nerobos",Sampah/Banjir
"Lapor pak, Kartu Sembako Murah Banjaran nama dicoret tiba-tiba padahal miskin lansia kurang mampu kesulitan beli beras. plis verifikasi lapangan langsung k rmh warga",Bansos
Min tolong Air selokan daerah Paseh merendam rmh warga setinggi paha sampe anak sekolah ga bisa lewat,Sampah/Banjir
"Geng motor ugal-ugalan di Tegalluar maksa minta uang keamanan ke pedagang kecil, lingkungan jadi rawan kriminal, mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"Lapor pak, Preman pasar Cangkuang neror anak-anak sekolah pas pulang lingkungan jadi rawan kriminal. tolong tertibkan balap liar pak polisi",Keamanan/Ketertiban
"Parah bgt Aspal jalan sekitar Pangalengan bergelombang biki oleng, bikin debu tebel kalo panas tolong segera ditindak",Jalan Rusak
"Aspal jalan Arjasari udah lama ga diperbaiki, makin parah tiap hari",Jalan Rusak
"Tempat penampungan sampahh di Cicalengka baunya nusuk hidung bikin enek, anak sekolah ga bisa lewat, dinas kebersihan tolong angkut sampahnya",Sampah/Banjir
"Jalan gang di Majalaya bergelombang bikin oleng, udh brp kali ada korban kecelakaan, jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"tlg dinas sosial audit ulang data penerima, Bansos PKH dan BPNT di Rancamanyar udah aplikasi pendaftaran bansos error dan gbs login bikin lansia kurang mampu kesulitan beli beras",Bansos
Min tolong Genangan cileuncang daerah Ciganitri bikin bau comberan masuk ke kama sampe warga terpaksa ngungsi ke mushola,Sampah/Banjir
"Lapor pak, Warung miras ilegal Manggahang nyolong barang warga secara beruntun lingkungan jadi rawan kriminal. mohon aparat keamanan segera bertindak tegas",Keamanan/Ketertiban
Got di pinggir jalan ga pernah dikeruk dari dulu bikin mampet terus,Sampah/Banjir
Min plis Pemuda mabuk-mabukan daerah Pameungpeuk sering lempar batu dan botol kaca sampe pengendara motor cewek takut lewat situ,Keamanan/Ketertiban
"Warga Cicalengka ngeluh Jalan raya aspalnya udah ngelupas abis, dampaknya warga was2 tiap lewat apalagi pas ujan, minta tolong segera di hotmix",Jalan Rusak
"mohon aparat keamanan segera bertindak tegas, Preman pasar di Pangalengan udah nyolong barang warga secara beruntun bikin pengendara muntor cewek takut lewat situ",Keamanan/Ketertiban
"Parah banget Bantuan modal UMKM sekitar Cilengkrang aplikasi pendaftaran bansos error dan gbs login, warga sakit ga bs berobat krn KIS dinonaktifkan tlg segera ditindak",Bansos
Min plis Aspal jalan daerah Dayeuhkolot berlubang parah sampe mobil ceper sering mentok,Jalan Rusak
"Banjir tiap taun makin parah, minta dibangun tanggul atau pompa air",Sampah/Banjir
"Kali dekat pasar d Gedebage bikin bau comberan masuk ke kamar, warga terpaksa ngungsi ke mushola, minta bantuan pompa air sedot banjir min",Sampah/Banjir
Min tolong Aspal jalan daerah Arjasari aspal hotmix nya ngelotok sampe bikin debu tebel kalo panas,Jalan Rusak
"Warga Ciganitri ngeluh Penyaluran beras bansos salah sasaran yg mampu dan bermobil malah dapet, dampaknya anak yatim ga bisa beli perlengkapan sekolah, tlong dinas sosial audit ulang data penerima",Bansos
"plis usut tuntas pungli bantuan sosial ini, Kartu Indonesia Sehat (KIS PBI) di Cicalengka udah sala sasaran yg mampu dan bermobil malah dapet bikin lansia kurang mampu kesulitan beli beras",Bansos
"Bantuan Langsung Tunai (BLT) di Dayeuhkolot proses birokrasinya dipersulit petugas kelurahan, uang bantuan berkurang banyak kepotong pungli, mohon penyaluran bansos dilakukan secara transparan",Bansos
"Lapor pak, Maling jemuran dan gas lpg Pameungpeuk bikin suara bising ga bisa tidur tiap mlm korban mengalami luka sabetan sajam. tolong polres dan polsek rutin patroli mlm",Keamanan/Ketertiban
"Lapor pak, Kartu Indonesia Sehat (KIS PBI) Majalaya keluarga dan timses kades diprioritaskan warga ngeluh ga ada transparansi. tlong usut tuntas pungli bantuan sosial ini",Bansos
